id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name
6b189422-736a-4f32-bd6e-09e192606d39,The term schizophrenia was coined by,Erich muir,Sigmund freud,Bluelar,Emil kraeplin,2,single,"Emil Kraepelin: Manic-Depressive Psychosis and Dementia Praecox (dementia of the young). Eugen Bleuler - schizophrenia-""splitting"" of psychic functions*. His four primary symptoms (four As) were Abnormal associations, Autistic behavior, and thinking, Abnormal affect, Ambivalence. Ku Schneider First Rank Symptoms Second-Rank Symptoms Audible thoughts Voices arguing or discussing(commanding voices) Voices commenting on patient's actions (commenting voices) Made feelings Made impulses or drives Made volitional acts Thought withdrawal Thought inseion Thought broadcasting Delusional perception Somatic Passivity Other disorders of perception Sudden delusional ideas Perplexity Depressive and euphoric mood changes Feelings of emotional impoverishment and several others as well . pneumonic 3HMT-DP Reference: Page No.1434 chap 12.2 Phenomenology of Schizophrenia (Kaplan & Sadock's Comprehensive Textbook of Psychiatry, 9th Edition)",Psychiatry,All India exam
937d10a9-8aa9-4d91-91e4-5df7822f14b4,Most common type of Delusion associated with Schizophrenia is,Delusion of persecution,Delusion of grandiosity,Delusion of nihilism,Delusion of Reference,0,single,"(A) Delusion of persecution # Most common type of delusion associated with schizophrenia involves persecutory.> It believes that he/she is being followed or is under surveillance or that he/she is being made fun of,tricked,or treated very unfairly by others.> when schizophrenics experience this type of delusion,they may feel very frightened or paranoid,as a result they will often do things to protect themselves from prosecutor.",Psychiatry,Miscellaneous
932efa21-a881-4fac-8090-3c987c9810e9,The AUDIT questionnaire is used for detection of,Schizophrenia,Opioid addiction,Depression,Alcoholism,3,single,"Alcohol Use Disorders Identification Test (AUDIT) was developed by the World Health Organization (WHO) as a simple method of screening for excessive drinking and to assist in brief assessment. It is a screening tool it has 10 items it was developed by WHO( world health organisation) it assess alcohol consumption, drinking behaviors, and alcohol-related problems A score of 8 or more is considered to indicate hazardous or harmful alcohol use maximum score is 40 Ref: Kaplon and sadock, 11 th edition, synopsis of psychiatry, 11 th edition, pg no. 624",Psychiatry,Substance abuse
94c7860b-49e4-4160-a7a6-d84c2c36c02b,Loosening of association is associated -,Delirium,Amnesia,Dementia,Schizophrenia,3,single,"Ans. is 'd' i.e. Schizophrenia o Loosening of association is a formal thought disorder which Involves shifting of ideas from one subject to another in an oblique or unrelated manner, Example ""I an tired; all people have toes"". Loosening of association is seen in schizophrenia.Thought disordersFormal thought disorders (Disorders of thought process)Disorders of thought contento Racing thoughts:- Anxiety, Schizophreniao Retarded thoughts:- Depressiono Circumstantiality:- Mania, Schizophreniao Perseveration:- Organic brain disease, Schizophrenia (occasionally)o Loosening of association:- Schizophreniao Flight of ideas:- Maniao Clunging & punning:- Mania & schizophreniao Neologism, word salad, Echolalia:- Schizophreniao Delusion Psychosis (Schizophrenia, mania, depression & otherso Obsessiono Preoccupationso Phobiaso Depersonalization & Derealizationo In schizophrenia and mood disorders (depression, mania) all parts of the thought (thought process as well as content) are involved.o However, schizophrenia is conventionally referred as formal thought disorder.",Psychiatry,Schizophreniform Disorder
e11e9b2d-0b34-4531-9895-3b03f7d3f98b,Minimum time period to diagnose depression with daily manifestation is?,1 weeks,2 weeks,4 weeks,8 weeks,1,single,"Ans. (b) 2 weeks(Ref. Kaplan and sadock's synopsis of psychiatry: behavioral sciences/Clinical psychiatry, 10/e, American psychiatric Association, Diagnostic and statistical menual of mental disorders, 4/e",Psychiatry,Major Depression
f6891ccc-b741-438e-a3e0-181314fd1681,A 27 year old nurse had extracurricular interests in trekking and painting. She broke up relationship with her boyfriend. Two months later she lost interest in her hobbies and was convinced that she would not be able to work again. She thought life was not woh living and consumed 60 tablets of phenobarbitone to end her life. She is most likely suffering from:,Adjustment disorder,Acute stress disorder,Depressive disorder,Post traumatic stress disorder,2,single,"This question has been answered wrongly by most of the guides. Please remember few basic things about adjustment disorder and depression. Adjustment disorder is always seen after a stressful event, which is usually a negative life event. The symptoms of adjustment disorder are quite similar to depression and include depressed mood, anxiety, worry, a feeling of inability to cope and some degree of disturbance in individuals daily functioning. Now, a negative life event can also precipitate the depressive episode. So, the presence of a stressor cannot be used to differentiate between adjustment disorder and depression. If a patient has the symptoms severe enough to qualify the diagnosis of depression, depression would always be diagnosed ahead of adjustment disorder, irrespective of whether there was a stressor or not. In this case patient has the symptoms such as loss of interest, ideas of hopelessness (patient is convinced that she won't be able to work again) and most impoantly suicide attempt, all of which are highly suggestive of depression. Hence, the diagnosis would be depressive disorder.",Psychiatry,"Neurotic, Stress Related and Somatoform Disorders"
3dafb890-ff4d-4be0-b353-37a95dfd3cac,Tourette syndrome is a type of -,Tic disorder,Mental retardation disorder,Seizure disorder,None of the above,0,multi,"Ans. is 'a' i.e. Tic disorder Tourette syndromeo Tourette syndrome (also called Tourette's syndrome, Tourette's disorder, Gilles de la Tourette syndrome, GTS or, more commonly, simply Tourette's or TS) is an inherited neuropsychiatric disorder with onset in childhood, characterized by multiple physical (motor) tics and at least one vocal (phonic) tic.o Average onset between the ages of 3 and 9 years. Males are affected about three to four times more often than females.o Common associations are ADHD and OCD.",Psychiatry,"Intellectual disability, communication, autism, and ADHD"
a56c0ffb-b054-418c-bd49-a2edc94cb956,"In clinical practice, most common psychiatric illness seen is:",Maniac disorder,Schizophrenia,Depressive disorder,Bipolar disorder,2,single,"Ans. (c) Depressive disorderRef. Kaplan synopsis 10thed./ 528-30* Most common psychiatric disorder in India and worldwide: Major depression* Female is most commonly affected as compared to males* Depression is the most common psychiatric disorder associated with severe medical illness like hypothyroidism, cancer, AIDS, post MI etc.",Psychiatry,Major Depression
20f9cbf7-4359-4539-9186-781a72792ecf,Korsakoff syndrome true is/are:,Can be seen in chronic alcoholics,Absence of intellectual decline,Chronic amnestic syndrome,All of the above,3,multi,"Korsakoff syndrome is due to thiamine deficiency. Apa from alcoholism, malnutrition can also cause it. Korsakoff syndrome Chronic neurological complication of long term alcohol use a. Amnesia - Anterograde(m/c) > retrograde b. Learning difficulties c. Confabulations Rx = vitamin B1 oral (Thiamine) for 3 to 12 months * only 20% recover with treatment.",Psychiatry,Substance Related and Addictive Disorders
f3fb8573-4b9c-4ba1-8f5e-a21d60b2ede5,"In a child with profound mental retardation, what is the IQ?",20-34,35-49,50-69,<20,3,single,Ans. D.<20Level of intelligenceIQProfound MR<20Severe MR20-34Moderate MR35-49Mild MR50-69Borderline70-79Low normal80-89Normal90-108Superior109-119Very superior120-139Near genius>140IQ-<70 - Mental retardation50-70- Mild MR - educable up to 6th class35-49 - Moderate MR - trainable (study up to 2nd class)20-34- Severe MR - specialized care<20 - Profound MR - chronic rehabilitation,Psychiatry,Child Psychiatry
3f896d42-6aaa-40e9-8983-4ed4d7e8b56f,Which of the following signs of conversion disorder is not included?,Astasia-abasia,Cogwheel rigidity,Hemianesthesia of the body at the midline,Normal reflexes,1,single,"Ans. B. Cogwheel rigidityCogwheel rigidity is an organic sign secondary to disorders of the basal ganglia and not a sign of conversion disorder. In conversion disorder, anesthesia and paresthesia, especially of the extremities, are common. All sensory modalities are involved, and the distribution of the disturbance is inconsistent with that of either central or peripheral neurological disease. Thus, one sees the characteristic stocking-and-glove anesthesia of the hands or feet or hemianesthesia of the body beginning precisely at the midline. Motor symptoms include abnormal movements and gait disturbance, which is often a wildly ataxic, staggering gait accompanied by gross, irregular, jerky truncal movements and thrashing and waving arms (also known as astasia-abasia). Normal reflexes are seen. The patient shows no fasciculations or muscle atrophy, and electromyography findings are normal.",Psychiatry,Somatoform Disorders
22781a55-347e-40fe-a64d-ccfe15970cfa,EEG waves are called,Delta waves,Berger's waves,REM rhythm,NERM rhythm,1,multi,"Hans Berger, a German psychiatrist, pioneered the EEG in humans in 1924. EEG waves have been named after him. Ref: EEG: An Introductory Text and Atlas of Normal and Abnormal Findings in Adults, Children, and Infants. Erik K and Lauren C Frey. American epilepsy society. pg 4.",Psychiatry,Sleep disorders and eating disorders
d01a7a2e-88eb-42ac-9a12-cab16dd46abc,Most common psychiatric disorder after stroke is?,Anxiety,Depression,Mania,Bipolar disorder,1,single,"Ans. is 'b' i.e., Depression Frequency of post storke psychiatric disorder* Depression: 35%* Catastrophic reaction: 20%* Anxiety disorder: 25%* Mania: rare* Apathy: 20%* Bipolar disorder: rare* Pathologic affect 20%* Psychosis: rare",Psychiatry,Mood Disorders
8c1cb2a9-bcbe-4470-a7d9-4b73462f717f,"Behavioural problems caused by senility, drug damage, brain injury or disease, and the toxic effects of poisons are classified as __________ disorders",Organic,Substance use,Psychotic,Psychosomatic,0,single,"Organic brain syndrome, also known as organic brain disease, organic brain disorder, organic mental syndrome, or organic mental disorder, refers to any syndrome or diseaser of mental function whose cause is alleged to be known as organic rather than purely of the mind Ref - https://en.wikipedia.org/wiki/Organic_brain_syndrome",Psychiatry,All India exam
2d317caf-08fc-4f44-97f5-215935cff377,Wechsler test is a test for,Memory,Orientation,Speech,Intelligence,3,single,"Wechsler Intelligence Scales are a series of standardized tests used to evaluate cognitive abilities and intellectual abilities in children and adults. Purpose: Wechsler Intelligence Scales for Children and Wechsler Preschool and Primary Scale of Intelligence are used as tools in school placement, in determining the presence of a learning disability or a developmental delay, in identifying giftedness, and in tracking intellectual development. Wechsler Adult Intelligence Scales (regular and revised) are used to determine vocational ability, to assess adult intellectual ability in the classroom, and to determine organic deficits. Both adult and children's Wechsler scales are often included in neuropsychological testing to assess the brain function of individuals with neurological impairments.",Psychiatry,Psychoanalysis
c57ff9f9-235d-460a-a9f1-f48e33386095,Normal therapeutic level of Lithium is :,0.5 to 0.7 mEq/lit,0.7 to 1.1 mEq/lit,0.1 to 0.3 mEq/lit,1.5 to 2 mEq/lit,1,single,"Ans: B (0.7 - 1.1 mEq/L) LithiumShort ReviewThe peak serum levels occur between 30 minutes to 3 hours. The absorption is virtually complete in about 8 hours.Lithium is not protein bound : There is no metabolism of, litium in body. It is excreted almost entirely by kidneys.Tremor: This is the commonest side effect*, occurring in up to 50% of patientsThe most serious (though uncommon! side-effects are hepatic toxicity (especially in children), acute hemorrhagic pancreatitis, and Steven Johnson syndrome.The exact mechanism of action is not known.Before starting treatment, it is essential to make sure of normal functioning of kidneys (most important), thyroid, heart and central nervous system.The side-effects are common and toxicity occurs easily; if blood level reach about 2.0 mEq/L. Lite-tberatening intoxication occurs, if levels reach about 3.5 mEq/L.Therapeutic Levels - 0.8-12 mEq/LProphylactic Levels = 0.6-1.2 mE/qToxic Lithium Level/1 >2.0 mEq/L Lithium (Li) || | | Drug of choiceSide effects Serum concentration || | 1. Acute manic episode2. Prophylasix of MDP - Most affected organ is Kidney > thyroid- Least affected organ is liver- Most common side effect is tremors- Li is contraindicated in sick sinus syndrome - Maintenance &. therapy= 0.6- 1.2 meq/L- Acute episode of mania= 0.8 - 1.2 meq/L- Toxicity = >1.5 meq/L || | | Secreated in breast milk Reduces thyroxine synthesis Leucoyte count is increased Inhibits ADH action on distal tube | | | | So C/I in pregnancy Leads to goiter & hypothyroidism Leucoyte count is increased Inhibits ADH action on distal tube | | used in t/t of chemotherapy induced leucopenia & agranulocytosis used in SIADH",Psychiatry,Pharmacotherapy Management of Children and Adolescents
59c9bfe2-69d5-4fbc-bcb6-790f2bec80c1,Treatment modality NOT used in ADHD includes,Clonidine,Atomoxetine,Dexamphetamine,Haloperidol,3,single,"(D) Haloperidol # Stimulant medication Dextroamphetamine (10-40 mg/day) and methylphenidate (10-60 mg/day) are the drugs of choice in the treatment of hyperkinetic disorder, with a response rate of nearly 90%. They act on the reticular activating system causing stimulation of the inhibitory influences on the cerebral cortex, thus decreasing hyperactivity and/or distractibility> Others:1. When stimulant medication is not available is not effective, other drugs can be used after careful individual consideration of the risks and benefits in the individual patient. These include clonidine, imipramine, bupropion, venlafaxine chlorpromazine, thioridazine, and lithium carbonate. Atomoxetine may be an alternative for children who do not respond to stimulants. Barbiturates are contmindicated in ADD as they increase hyperactivity.2. Behavior modification3. Counseling and supportive psychotherapy Behavior modification and counseling are very important in the successful management of ADD and can be used along with drug therapy.",Psychiatry,Miscellaneous
24877349-63c4-4c90-b422-7755767d1548,The most common comorbid illness with depression is,Anxiety disorder,Substance use disorder,Obsessive-compulsive disorder,Comorbid illnesses are rare,1,single,"Substance use disorder is the commonest comorbid psychiatric illness. The other impoant ones are panic disorder, social anxiety and OCD. Substance use is more common in men depressives and anxiety in women depressives. Bipolar disorder patients have twice the rates of prevalence, in comparison to the unipolar depressive patients.",Psychiatry,Mood Disorders
982c29a6-0298-4f72-ab29-1a678788eed0,Opiate withdrawal is treated with,CPZ,Nalorphine,Pethidine,Methadone,3,single,"The withdrawal symptoms can be managed by one of the following methods: 1. Use of substitution drugs such as methadone to ameliorate the withdrawal symptoms. 2. Clonidine is a a2 agonist that acts by inhibiting norepinephrine release at presynaptic a2 receptors. 3. Naltrexone with Clonidine: Naltrexone is an orally available narcotic antagonist which, when given to an opioid-dependent individual, causes withdrawal symptoms. These symptoms are managed with the addition of clonidine for 10-14 days after which clonidine is withdrawn and the patient has continued on naltrexone alone. 4. Other Drugs: The other detoxification agents include LAAM ( Levo-alpha-acetyl-Metha dol), propoxyphene, diphenoxylate, buprenorphine (long-acting synthetic paial m-agonist which can be administered sublingually), and lofexidine (a2 agonist, similar to clonidine). In paicular, Buprenorphine has recently been used widely for detoxification as well as for maintenance treatment in many pas of the World. Ref: A Sho Textbook of Psychiatry, Niraj Ahuja, 7th Edition, pg. no. 44",Psychiatry,Substance abuse
163e35f2-6680-473c-9120-dc7ff517b0a7,Cardinal feature of antisocial personality,Violation of rules of society,Attention - seeking behavior,Unstable interpersonal relationship,Grandiose behavior,0,single,"These traits include callous unconcern for the feelings of others, gross and persistent attitude of irresponsibility and disregard for social norms, rules and obligations, incapacity to maintain enduring relationships, very low tolerance to frustration and a low threshold for discharge of aggression, incapacity to experience guilt and to profit from experience, paicularly punishment, and marked proneness to blame others. Eliminationg other options: option B: it is seen in Histrionic personality disorder. option C: it is seen in Boderline personality disorder.option D: not seen in personality disorder but could be seen as delusions of grandiosity in Mania. Ref: A Sho Textbook of Psychiatry, Niraj Ahuja, 7th Edition, pg. no. 115",Psychiatry,Personality disorders
0cebf23b-86b0-45be-b08f-2e22d4581906,Subcoical dementia is seen in all except,Parkinsonism,Alzheimer's disease,Wilson's disease,Huntingtons chorea,1,multi,"Coical dementia, ex: Alzheimer's disease, Pick's disease. Site of lesion is Coex(frontal & temporoparieto-occipital association areas, & hippocampus). Subcoical dementia, ex: Huntington's chorea, Parkinson's disease, progressive supranuclear palsy, Wilson's disease. Site of lesion is subcoical grey matter(thalamus, basal ganglia, & rostral brain stem). Reference: A sho textbook of Psychiatry by Niraj Ahuja, 7th edition, page 24.",Psychiatry,Organic mental disorders
9ddcc8c8-3ccb-4ebc-9c90-5b8302e7eafd,Lovaas-based Model is which kind of intervention used in Autistic spectrum disorders ?,Educational intervention,Cognitive and behavioral intervention,Early Intensive behavioral and developmental intervention,Social Skills training,2,single,"Lovaas-based Model is an Early Intensive behavioral and developmental intervention Non pharmacological Interventions in Autistic spectrum disorders Early Intensive behavioral and developmental intervention Educational interventions Cognitive and behavioral intervention Social Skills training UCLA/Lovaas-based Model Early Sta Denver Model (ESDM) Parent Training Approaches Treatment and Education of Autistic and Communication relatedHandicapped children (TEACCH) Broad-based approaches Computer-based approaches and viual reality Behavioral Therapy Cognitive-Behavioral Therapy Initiating socialconversation, greetings, initiating games, and joint attention.",Psychiatry,Child Psychiatry
3cadb951-e721-4379-aeb3-14804d0611b3,All are seen in nicotine withdrawal except,Hyperhydrosis,Anxiety,Bradycardia,Insomnia,0,multi,"Nicotine withdrawal can occur 12-14 hours after last smoke and can present with anxiety, restlessness, poor concentration, decreased sleep, increased appetite and exacerbation of psychiatric symptoms in those with the pre-existing psychiatric disorder(s). Ref: A Sho Textbook of Psychiatry, Niraj Ahuja, 7th Edition, pg. no.52",Psychiatry,Substance abuse
96d657f6-f136-42b9-9fea-cc3de75182f9,Treatment of alcohol dependence includes?,Morphine,Chlordiazepoxide,Sertarline,Methadone,1,single,"Ans. is 'b' i.e., Chlordiazepoxide Treatment of alcohol dependence* Detoxification (treatment of withdrawal) BZDs are the drugs of choice, e.g. chlordiazepoxide (1st choice), Diazepam (2nd choice).* Maintenance after detoxification (to prevent relapse and maintenance of abstinence)i) Aversive agents (deferent agents):- Disulfiram, CCC, metronidazole, Natrafezole.ii) Anticraving agent:- Naltrexoney Acamprosate, fluoxetine, Topiramate, Nalmefene* Naltrexone is the preferred agent for maintenance of abstinence",Psychiatry,Substance Abuse
dc7b5a8a-c6f8-4975-b156-6280d24a5c5b,A 31 year old patient of schizophrenia who has been taking antipsychotics for 7 years was taken for ophthalmologic examination. The examination reveals presence of retinal pigmentaion. Which of the following is the antipsychotic patient is most likely to be taking-,Chlorpromazine,Thioridazine,Haloperidol,Quetiapine,1,single,"Thioridazine is the only antipsychotic drug that causes retinal pigmentation, which in advanced cases may resemble retinitis pigmentosa. The deposits are usually associated with ""browning"" of vision. Thioridazone also causes : Prolongation of QT interval It has minimum EPS amongst typical anti psychotics. Chlorpromazine therapy : Deposits in the anterior poions of the eye (cornea and lens)",Psychiatry,Schizophrenia Spectrum and Other Psychotic Disorders
95f64824-d84d-4ef3-9192-706ca3cde9a3,Which of the following is the best predictor of attempting suicide in the future?,Alcohol abuse,Unemployment,Prior suicide attempt,Divorce,2,single,"Ans. C. Prior suicide attemptThe strongest indicator of the likelihood of attempting suicide is a history of previous suicide attempts. It has been shown that women make more suicidal gestures, but men are more likely to choose lethal methods and thus are more likely to successfully commit suicide. Therefore, male gender is considered more a risk factor for suicide completion. Alcohol or substance abuse, unemployment, and recent divorce are all additional risk factors but are less significant than a history of previous suicide attempts.",Psychiatry,Personality Disorders
22d9c630-2589-4adb-be28-fe9c513806b1,All of the following are signs of poor prognosis in obsessive-compulsive disorder (OCD) except?,Good social adjustment,Coexisting major depression,Childhood onset,Bizarre compulsions,0,multi,"Ans. A. Good social adjustmentA good prognosis for people with obsessive-compulsive disorder (OCD) is indicated by good social and occupational adjustment, the presence of a precipitating event, and an episodic nature of symptoms. About one-third of patients with OCD have major depressive disorder, and suicide is a risk for all patients with OCD. A poor prognosis is indicated by yielding to (rather than resisting) compulsions, childhood onset, bizarre compulsions, the need for hospitalization, a coexisting major depressive disorder, delusional beliefs, the presence of overvalued ideas (i.e., some acceptance of obsessions and compulsions), and the presence of a personality disorder (especially schizotypal personality disorder). The obsessional content does not seem to be related to the prognosis.",Psychiatry,Miscellaneous
2e6db5fa-74a0-47d5-b439-6b49efcb45a6,All are relatively normal in Korsakoff's psychosis except:,Implicit memory,Intelligence,Language,Learning,3,multi,"In Korsakoff psychosis, there is prominent Anterograde amnesia. Whenever there is Anterograde amnesia (i.e. new memories cannot be made), learning would be severely affected.",Psychiatry,Substance Related and Addictive Disorders
700fd9ff-9e06-4944-8e70-bda3a6425817,Delusion is not a feature of?,Depression,Anxiety,Schizophrenia,Mania,1,single,"Ans. is 'b' i.e., Anxiety Delusion* A delusion is false, firm (unshakeable) belief that is not accepted by other members of patient's culture and society.* To the patient, there is no difference between a delusional belief and a true belief-they are same experience. Therefore, only external observer can diagnose a delusion.* The delusion is false because of faulty reasoning.* It is out of keeping with the patient's social and cultural background.* It is firmly held (unshakable) despite objective and obvious contradictory proof or evidence, and despite the fact that other members of culture do not share the belief.* Delusions are seen in psychosis (Schizophrenia, Mania, depression, other psychotic disorder-delusional disorders and schizoaffective disorders) and organic mental disorders (Delirium, substance abuse or withdrawal).* Delusions are not seen in neurosis Anxiety, obsessive - compulsive disorder, Dissociative (conversion) disorders, somatoform disorders, stress related disorders",Psychiatry,Miscellaneous
8f33eea9-e3e6-4a0d-9c08-6e6606c6e1e8,Intense depression & misery without any cause is,Melancholia,Mania,Schizophrenia,Major depressive disorder,0,single,Melancholia:- Melancholia is severe depressive state with psychomotor retardation. Ref:- Kaplan & Sadock's Synopsis of Psychiatry 10th edition; Pg num:- 1892,Psychiatry,Schizophrenia and other psychotic disorders
472901f8-de35-4232-bf14-8df81c3a13d5,"A person restricts himself to house and fears about trains, elevators, and shopping malls. It is a feature of",Generalised Anxiety disorder,Agoraphobia,Claustrophobia,Acrophobia,1,multi,"(B) Agoraphobia # Agoraphobia is an anxiety disorder characterized by symptoms of anxiety in situations where the person perceives the environment to be unsafe with no easy way to get away.> These situations can include open spaces, public transit, shopping malls, or simply being outside the home. Being in these situations may result in a panic attack.> Symptoms occur nearly every time the situation is encountered and lasts for more than six months.> Those affected will go to great lengths to avoid these situations. In severe cases people may become unable to leave their homes.# Cause of agoraphobia is a combination of genetic and environmental factors. Condition often runs in families and stressful events such as the death of a parent or being attacked may be a trigger. In the DSM-5 agoraphobia is classified as a phobia along with specific phobias and social phobia. Other conditions that can produce similar symptoms include separation anxiety, posttraumatic stress disorder, and major depressive disorder. Those affected are at higher risk of depression and substance use disorder.> Treatment: Without treatment it is uncommon for agoraphobia to resolve. Treatment is typically with a type of counselling called cognitive behavioral therapy (CBT). CBT results in resolution for about half of people# Claustrophobia is the fear of having no escape and being in closed or small spaces or rooms.> It is typically classified as an anxiety disorder and often results in panic attack, and can be the result of many situations or stimuli, including elevators crowded to capacity, windowless rooms, and even tight-necked clothing.> Onset of claustrophobia has been attributed to many factors, including a reduction in the size of the amygdala, classical conditioning, or a genetic predisposition to fear small spaces.> Claustrophobia is typically thought to have two key symptoms: Fear of restriction Fear of suffocation> A typical claustrophobic will fear restriction in at least one, if not several, of the following areas: small rooms, locked rooms, cars, aeroplanes, trains, tunnels, cellars, elevators, caves.# Acrophobia is an extreme or irrational fear or phobia of heights, especially when one is not particularly high up.> It belongs to a category of specific phobias, called space and motion discomfort, that share both similar etiology and options for treatment.",Psychiatry,Miscellaneous
b55ad561-6b4a-4405-997c-4714c6818495,Which of the following is not a cognitive error/dysfunction,Catastrophic thinking,Arbitrary inference,Over generalization,Thought block,3,single,"List of Cognitive errors/dysfunctions/distoions: Overgeneralizing Selective abstraction Excessive responsibility Assuming temporal causality Self references Catastrophizing Dichotomous thinking Reference: Kaplan & Sadock's Synopsis of Psychiatry: Behavioral Sciences/Clinical Psychiatry, 11th Edition, page 875.",Psychiatry,Symptoms and signs in psychiatry and classification
4adf6142-51de-4b7f-ad18-dac76b057f16,Narcolepsy is due to abnormality in,Hypothalamus,Neocoex,Cerebellum,Medulla oblongata,0,single,"Narcolepsy is the prototypical example of sleepiness produced by a basic CNS dysfunction of sleep mechanisms. The etiology stems from a genetically triggered Hypocretin dysfunction and deficit. It is apparent that the hypocretin system plays a critical role in narcolepsy. The Hypocretin producing cell bodies are specific to Hypothalamus and have widespread anatomical projections. Ref: Synopsis of Psychiatry, 11e, pg 548. Ebrahim IO, Howard RS et al. The Hypocretin/ Orexin system. J R Soc Med, 2002 May, 95(5), 227-30.",Psychiatry,Sleep disorders and eating disorders
22587264-b23e-4e83-b690-2d785c476a8b,All the following are types of temperament Except,Slow to warm,Easy,Difficult,Unpredictable,3,multi,"Chess and Thomas classified temperament of a child based on 9 dimensions into easy, slow to warm and difficult temperament. Reference: Kaplon and sadock, 11 th edition, synopsis of psychiatry, 11 th edition, pg no. 742",Psychiatry,All India exam
a40286e9-33d8-475c-b372-bb515dabad97,Drugs used in Bipolar Disorder,Benzodiazepines,Lithium,Sodium valproate,All of the above,3,multi,"(D) All of the above # LITHIUM is effective in treating acute manic episodes and preventing relapses and is also an effective treatment for bipolar depression.> Anticonvulsants used are: Carbamazepine effectively treats manic episodes. Now sodium valproate has become a commonly prescribed treatment, and is effective in treating manic episodes.> Lamotrigine has greatest benefit in depression component of bipolar disorder. Topiramate is also useful intreatind bipolar disorder.> Anticonvulsants may be used in combination with lithium.> Anti psychotic mediactions like Olanzapine is effective in preventing relapses.> Short courses of benzodiazepines may be used in addition to other medications until mood stabilizing become effective.",Psychiatry,Miscellaneous
fdeb03bf-d572-4426-a0ae-d36a18106e6a,Severe mental retardation is -,50-70,35-50,20-35,<20,2,single,Ans is 'c' i.e. 20 - 35 o Normal IQ - 90-109;o Borderline IQ - 70-89;o Mild mental retardation IQ - 50-69;o Moderate mental retardation IQ -35-49;o Severe MR IQ - 20-34;o Profound MR IQ - 0-19.,Psychiatry,"Intellectual disability, communication, autism, and ADHD"
d74338c4-80e9-4798-8c47-198c7b72da09,Alcoholic blackouts are seen at which dose of alcohol intoxication?,20-30 mg/dl,30-80 mg/dl,80-200 mg/dl,200-300 mg/dl,3,single,Alcohol blackouts or anterograde amnesia is seen at the dose range of 200-300mg/dl changes due to intoxication of alcohol at various blood levels is the most repeated question under alcohol use and the below table explains it in detail Ref: Essentials of postgraduate psychiatry By JN Vyas 1st ed Pg 331,Psychiatry,Substance abuse
3df9fafb-c1c6-47eb-8d41-739776e28cca,Thoughts in mind with rhyming rather than with meaning of thoughts is,Flight of ideas,Perseveration,Circumstantiality,Clang association,3,single,"Clang association: Association or speech directed by the sound of a word rather than by its meaning; words have no logical connection. Circumstantiality: Disturbance in the associative thought and speech processes in which a patient digresses into unnecessary details and inappropriate thoughts before communicating the central idea. Flight of ideas: Rapid succession of fragmentary thoughts or speech in which content changes abruptly and speech may be incoherent. Perseveration: Pathological repetition of the same response to different stimuli, as in a repetition of the same verbal response to different questions. Reference: Kaplan & Sadock's Synopsis of psychiatry, 11th edition, pages 1409,1412,1415.",Psychiatry,Symptoms and signs in psychiatry and classification
578ff0cf-781c-472c-b0ae-eb7c39a959a2,The husband involved in battered wife syndrome is usually:-,Dependent and suspicious,Mature and asseive husband,Immature and asseive,Mature and non controlling,0,multi,"Battered wife syndrome- Husband is involve in mental, sexual and physical abuse to his wife Abusive husbands tend to be immature, dependent, and nonasseive and to suffer from strong feelings of inadequacy The husband's aggression is bullying behavior designed to humiliate their wives and to build up their own low self-esteem Abuse happened most likely when man feel insecurity at home, workplace",Psychiatry,JIPMER 2018
e9b0fb7b-2e09-4fd4-8754-a2679d20cf98,Antidepressant drug used in nocturnal eneuresis is,Imipramine,Fluoxetine,Trazdone,Sealine,0,single,"Adverse effects ofTCAs l. Anticholinergic - Dry mouth, bad taste, urinary retention, blurred vision, palpitation, constiPation. 2. Sedation, mental confusion, weakness. 3. Increased appetite and veigfit gain. 4. Sweating andfinc tremer. 5. Decreased seizure threshold (clomipramine, maprotiline & bupropion). 6. Postural hypotension > Marimum by amitripSline - Goodman & Gillman 11/e p. 4j3. 7. Cardiac arrythmia; Maximum by amitriptyline and dosulpin. REF : Oxford text book of psychiatry 3rd Ed.",Psychiatry,All India exam
ed709cac-a2fc-40ec-b02c-a5a8a8e7d556,Transference resolved by,Inter-personal psychotherapy,Client based psychotherapy,Cognitive Behaviour Therapy,Psychodynamic psychotherapy,3,single,"(D) Psychodynamic psychotherapy # Transference: Patient's feelings, behavior and relationship with the therapist.> Transference is a phenomenon in psychoanalysis characterized by unconscious redirection of feelings from one person to another.> Transference was first described by Sigmund Freud, who acknowledged its importance for psychoanalysis for better understanding of the patient's feelings.> Focus in psychodynamic psychotherapy is, in large part, the therapist and patient recognizing the transference relationship and exploring the relationship's meaning.> Since the transference between patient and therapist happens on an unconscious level, psychodynamic therapists who are largely concerned with a patient's unconscious material use the transference to reveal unresolved conflicts patients have with childhood figures.",Psychiatry,Miscellaneous
b1426ce0-a30b-44d2-91d2-6cb328814c0b,In conversion disorder all are found except-,Jealousy,Paralysis,Anaesthesia,Abnormal gait,0,multi,"Ans. is 'a' i.e., Jealousy o Symptoms of conversion disorder:Sensory:- Anesthesia, paresthesia, hemianesthesia, deafness, blindness, tubular vision.Motor .--Abnormal movement, paralysis, weakness, gait disturbances, aphonia, torticollis, opisthotonus, blephrospasm.",Psychiatry,Somatic Symptom Disorder
